Pop, (rabi, det) for the fields
transitions_Z :[(0, 2), (1, 1), (2, 0), (5, 3), (6, 3), (7, 2), (8, 0), (9, 1), (11, 1), (13, 1), (15, 0), (16, 1), (17, 2), (18, 3), (19, 3)]
transitions_sigma :[(0, 3), (1, 2), (2, 3), (4, 3), (5, 2), (6, 2), (7, 1), (8, 3), (9, 0), (10, 1), (11, 0), (12, 1), (13, 0), (14, 1), (15, 1), (16, 2), (17, 1), (18, 0), (19, 2), (20, 3), (21, 3)]
[-0.5054048461664373, (6.61194384098053, 19.0), (5.927349776029587, 19.5), (2.054399996995926, -0.5), (2.514675334095955, -2.5), (13.596833646297455, -2.5), (5.127363502979279, 14.5), (1.527680866420269, 17.0), (10.634165704250336, 6.0), (2.9367613792419434, -7.0), (2.2042644023895264, -24.0), (7.12661549448967, -9.0), (7.730741500854492, 14.0), (8.806159794330597, 19.5), (11.120916903018951, 7.0), (14.232455492019653, 18.0), (11.453089714050293, 7.0), (6.030305474996567, -12.0), (14.993943572044373, 9.5), (13.27203780412674, -15.5), (3.9366276562213898, -20.5), (8.811170160770416, -24.0), (5.264272838830948, -12.5), (0.31190967187285423, -4.5), (0.16279118601232767, -8.0), (7.994973957538605, 18.0), (0.5930361337959766, 15.5), (10.245299935340881, 11.0), (14.486500024795532, -24.0), (13.415461778640747, -3.5), (9.499825537204742, 11.5), (1.4717645198106766, -3.0), (8.785673081874847, -21.0), (1.0087255015969276, -14.5), (6.274757534265518, 7.0), (1.1604532599449158, -22.0), (1.271502524614334, 12.5)]
[-0.6129216107436252, (9.086790774017572, -6.0), (3.9139035483822227, -23.0), (5.822578012011945, -9.5), (4.8193370550870895, -23.0), (11.273580179549754, -2.0), (9.964872538112104, 2.0), (12.798539246432483, -25.0), (0.4471766157075763, 10.0), (9.1721877688542, -3.0), (12.815202078782022, 7.0), (12.315149987116456, 6.5), (7.875803899951279, -13.5), (4.910792643204331, -1.5), (10.43541254941374, -21.0), (12.848070664331317, 21.0), (8.705613780766726, 5.0), (2.85595724824816, 15.0), (4.853246100246906, 3.5), (2.1471828315407038, 13.0), (7.829758962616324, -13.0), (14.91562144830823, -6.5), (10.16691486351192, 6.0), (3.9899604488164186, -8.5), (0.34380306489765644, 21.5), (5.005759606137872, 24.5), (1.103781033307314, -14.0), (13.605682840570807, 1.0), (14.561514956876636, -23.0), (3.347206050530076, -21.5), (14.102104282937944, -0.5), (13.513002865947783, -21.0), (4.7973978985100985, 23.0), (1.712276372127235, -19.0), (14.358647391200066, 20.5), (1.3819090789183974, -2.0), (10.558261158876121, 7.0)]
[-0.9846215405859159, (8.197237090207636, 22.0), (7.310126353986561, -18.5), (8.263168497942388, 13.5), (7.530816625803709, -4.0), (0.5369548592716455, -11.5), (9.338682666420937, 1.5), (1.924267946742475, -11.5), (9.779148129746318, 1.0), (1.0391677496954799, 0.0), (10.85480470675975, -12.5), (13.850010903552175, 0.5), (1.7973290802910924, -24.0), (2.4340065428987145, -4.5), (5.0194730423390865, -11.5), (6.183937154710293, 20.0), (13.83593455888331, -23.0), (2.8928835270926356, 18.5), (4.203259628266096, -22.0), (14.23318144865334, 6.5), (14.975791401229799, 11.0), (6.382353622466326, 17.0), (0.5158561561256647, -14.0), (12.536032483913004, 0.5), (10.06333177909255, -8.5), (3.4306180011481047, -11.5), (11.755942041054368, -24.5), (11.557861967012286, -2.0), (4.099735482595861, 16.5), (1.7191684897989035, 16.5), (0.25618513114750385, 20.5), (10.126881133764982, 24.5), (11.097642830573022, -5.0), (12.978879902511835, 23.5), (12.551631988026202, -15.5), (5.085927997715771, -8.5), (11.236208276823163, -17.0)]
[-0.6803955437789472, (7.559242662973702, 3.5), (9.120245003141463, 0.0), (0.9131877031177282, 15.0), (4.881486254744232, -17.5), (8.047616444528103, 11.0), (0.6466216128319502, 4.0), (9.192675445228815, -24.0), (10.367551473900676, -8.0), (0.01922227442264557, 23.5), (7.186351181007922, 9.5), (1.5766628086566925, -14.0), (12.68599699717015, -14.5), (9.636536445468664, -1.5), (8.254836229607463, 22.5), (13.187440163455904, -4.5), (7.240854632109404, 12.5), (4.845187892206013, -4.0), (1.9015781488269567, -5.0), (6.107301916927099, 24.0), (1.2717539817094803, 4.0), (3.7962330412119627, -0.5), (10.680395099334419, -2.0), (7.4339917581528425, -8.5), (5.328777157701552, 6.5), (14.829679811373353, -20.5), (3.257126435637474, -6.5), (5.509206745773554, 12.5), (4.610356302000582, 14.0), (7.460625870153308, -17.5), (11.44245641771704, 16.0), (2.4519429355859756, 18.0), (12.350829443894327, -9.5), (9.04098975006491, -21.0), (0.33273072447627783, 8.5), (7.734455745667219, 15.5), (6.479163500480354, -16.5)]
[-0.4647308589830424, (12.496748333796859, -8.0), (11.961199888028204, 17.0), (10.587433520704508, -6.0), (12.804784490726888, -7.5), (8.241744353435934, 2.0), (2.1076525328680873, -17.0), (4.018234144896269, 14.0), (12.252652198076248, -20.0), (9.580912543460727, -6.0), (1.5817387495189905, -20.0), (14.190232674591243, 24.0), (9.722014660947025, 5.5), (10.701177287846804, 0.5), (4.346925099380314, -18.0), (14.368546265177429, -7.0), (2.9884005384519696, 8.0), (10.793748563155532, 3.5), (0.795829351991415, 18.5), (14.957924075424671, -21.0), (2.2248348081484437, 0.5), (13.913845969364047, -9.0), (12.63236635364592, 19.0), (10.375407775864005, -12.5), (11.330863195471466, 9.0), (12.640115073882043, 18.0), (7.1761811804026365, -8.0), (12.23774735815823, -24.5), (0.165685610845685, 13.5), (0.8016059221699834, 21.0), (14.538164706900716, -20.5), (11.866982197389007, -17.0), (13.27903300523758, -4.0), (10.018738405779004, -5.5), (14.303880650550127, -1.0), (0.9544686041772366, 1.0), (12.263091802597046, 0.5)]
[-0.9454827639965384, (10.830555902794003, -10.5), (10.664394269697368, 13.5), (2.4485933734104037, 17.0), (11.296295011416078, -3.5), (13.636402334086597, -17.5), (7.15274116024375, -3.5), (8.869692566804588, 5.0), (14.9872044660151, 10.0), (9.149007853120565, 10.0), (2.6121140783652663, -1.5), (1.435649679042399, -24.0), (11.476300447247922, -3.0), (8.196631581522524, 13.5), (7.77356896083802, 24.5), (0.6793495500460267, 20.0), (5.632824813947082, 23.0), (14.440756402909756, 23.5), (8.729588468559086, 3.0), (2.1325130900368094, -13.5), (10.437985332682729, 20.0), (13.287293552421033, 7.0), (3.5008140793070197, 4.0), (3.003246341831982, 3.5), (12.96807018108666, 7.5), (9.773702574893832, -19.5), (9.317444935441017, 16.0), (11.552159311249852, 9.0), (5.445310631766915, 7.0), (4.215326900593936, -6.0), (1.6935455007478595, 0.5), (11.307906294241548, 9.0), (6.947591048665345, 20.0), (14.169698562473059, -7.5), (1.1117342161014676, -14.5), (4.950183187611401, 7.5), (10.857317014597356, -23.0)]
[-0.9209952654375682, (11.167059992440045, -18.0), (12.955285054631531, -10.0), (13.096803752705455, -6.5), (10.55896129924804, -19.5), (7.460680017247796, -15.5), (6.144556570798159, 22.5), (8.140496942214668, 4.0), (7.495474750176072, -15.5), (9.595473376102746, -18.5), (14.448465476743877, 17.0), (8.83070093113929, 19.0), (6.129376203753054, 12.0), (13.701512315310538, -9.5), (0.8827719138935208, -9.5), (5.494287475012243, 10.0), (2.0299005042761564, -11.5), (4.43468039855361, 3.0), (13.854621131904423, -23.5), (1.7233775882050395, -25.0), (11.761310105212033, 24.0), (8.541326019912958, 21.5), (5.40684275329113, 5.0), (5.309299207292497, -20.5), (6.591360541060567, 4.5), (10.323489191941917, -0.5), (14.11507488694042, -16.0), (8.671728176996112, -8.5), (8.177333185449243, -5.0), (2.4406886380165815, 4.5), (11.326905246824026, 6.5), (2.62144414242357, -5.0), (12.170478757470846, 0.5), (13.099039066582918, -12.5), (0.4566795565187931, 21.5), (0.8735272753983736, -7.5), (10.418931799940765, 5.0)]
[-0.8798946734323059, (7.681909608654678, -21.5), (9.286469458602369, -24.5), (7.802621782757342, 10.0), (2.5444003706797957, -1.5), (6.167477932758629, 8.5), (5.367032219655812, 14.0), (13.79182948730886, 22.0), (9.471438378095627, 7.0), (13.377365386113524, 8.0), (13.39499769732356, -18.0), (0.9273419715464115, 21.5), (13.156497934833169, 18.5), (14.826700198464096, 7.0), (2.7476116782054305, 1.5), (14.357975008897483, -8.0), (2.3282997915521264, 16.5), (14.424647404812276, 0.5), (5.434825960546732, -17.0), (1.2761340150609612, 3.5), (7.647317131049931, -7.5), (2.9662667121738195, 15.0), (9.101288546808064, -9.5), (4.871953139081597, -12.0), (0.3519308287650347, -11.5), (2.1133567672222853, 23.0), (9.979147198610008, 12.0), (7.032017922028899, -23.0), (12.830017232336104, -14.0), (0.5515032727271318, -21.0), (3.5740087693557143, 5.0), (11.773031973280013, -25.0), (0.48599665984511375, -10.5), (0.24117446970194578, 8.0), (3.6838724417611957, 24.5), (9.876661109738052, -9.0), (4.282241645269096, 1.0)]
[-0.597910133766373, (10.50062959548086, -12.5), (6.114375698380172, 8.5), (8.395573915913701, -13.5), (7.157843615859747, -20.5), (5.557868303731084, 22.0), (0.7525176694616675, -18.5), (11.11422160640359, 4.0), (3.2938774209469557, -16.0), (1.8228401709347963, 4.5), (4.022876210510731, -10.5), (11.278863013722003, -8.5), (2.1980685833841562, -15.0), (6.510717300698161, 0.0), (12.890154146589339, 21.5), (12.525436948053539, -7.5), (4.493922307156026, -21.5), (5.580857307650149, 22.5), (8.851187601685524, -0.5), (6.168392580002546, 16.0), (3.3011000230908394, -8.5), (0.4308284679427743, -11.5), (8.300230479799211, -5.5), (9.395430092699826, 12.0), (3.8596012769266963, 5.5), (9.26609180867672, -17.0), (1.0947000654414296, 13.5), (5.398234999738634, -7.5), (2.296896083280444, -7.5), (4.333278872072697, 8.0), (13.028938849456608, -24.0), (8.44871437177062, -25.0), (12.646034429781139, 1.5), (6.059765028767288, -4.5), (1.3594271382316947, 15.0), (6.887723417021334, -14.0), (10.723775192163885, -15.0)]
[-0.984264137258454, (14.895827081054449, -5.5), (1.316477246582508, -14.5), (13.79297751467675, 17.0), (6.880374122411013, -24.0), (9.076638515107334, -20.0), (8.809433598071337, -14.5), (12.330589592456818, 8.0), (10.974458972923458, 1.0), (12.345005460083485, 14.5), (6.9791193678975105, -24.0), (6.705179186537862, 15.0), (14.794938834384084, -17.0), (9.198181182146072, -10.0), (5.478181508369744, -11.5), (10.332543337717652, 17.0), (13.974522859789431, 16.0), (4.534555510617793, 22.5), (14.97855153400451, 0.5), (12.546524405479431, -23.0), (13.123341277241707, 8.0), (0.9527020761743188, 13.0), (0.6935417326167226, -21.5), (6.1886221915483475, 18.0), (7.629320835694671, -8.5), (2.4292376032099128, -13.0), (4.494255795143545, -16.5), (12.798665799200535, 16.0), (5.7543142000213265, -23.0), (12.851179945282638, 18.5), (5.100139444693923, -21.0), (0.8174433745443821, 21.5), (7.333366493694484, -20.0), (0.39912739768624306, 21.5), (12.77123847976327, 18.0), (12.25612589623779, -5.0), (2.2029519779607654, 19.5)]
